   ,CUSTOMER_NUMBER,ACCOUNT_NUMBER,CUSTOMER_SEGMENT,ACTION_DATE,ACTION_STRATEGY,DPD_OF_ACTION,COLLECTOR_CODE,SUCCESSFUL_ACTION
1678,CN71523517,8340260378,S5,24-04-2001,ACT11,21-30,C6,1
1679,CN54396909,7646506869,S5,16-09-2001,ACT12,21-30,C9,0
1680,CN51074991,7113838903,S5,03-10-2001,ACT13,21-30,C10,0
1681,CN25823183,8184899723,S5,24-10-2001,ACT14,21-30,C3,1
1682,CN55921794,2911194171,S5,30-11-2001,ACT15,21-30,C8,0
1683,CN81432973,4429533998,S5,02-12-2001,ACT11,21-30,C7,1
1684,CN34787515,4622678631,S5,18-12-2001,ACT12,21-30,C6,0
1685,CN24620519,2287226639,S5,24-12-2001,ACT13,21-30,C9,1
1716,CN62748167,3517312055,S5,12-06-2001,ACT14,21-30,C19,1
1717,CN86099932,6288698782,S5,19-08-2001,ACT15,21-30,C4,0
1718,CN89234008,4404739349,S5,24-04-2001,ACT11,21-30,C6,1
1719,CN67591994,4604312100,S5,16-09-2001,ACT12,21-30,C9,0
1720,CN64270256,4429020447,S5,03-10-2001,ACT13,21-30,C10,0
1721,CN30805399,2576062339,S5,24-10-2001,ACT14,21-30,C3,1
1722,CN33200237,6056238808,S5,30-11-2001,ACT15,21-30,C8,0
1723,CN87002995,6046390165,S5,02-12-2001,ACT11,21-30,C7,1
1724,CN34459424,6364705368,S5,18-12-2001,ACT12,21-30,C6,0
1725,CN50516628,2825662441,S5,24-12-2001,ACT13,21-30,C9,1
1766,CN29125226,3600503270,S5,12-06-2001,ACT14,21-30,C19,1
1767,CN27228597,7970041285,S5,19-08-2001,ACT15,21-30,C4,0
1768,CN33516109,7230117253,S5,24-04-2001,ACT11,21-30,C6,1
1769,CN61834874,8327486674,S5,16-09-2001,ACT12,21-30,C9,0
1770,CN35147962,2550238099,S5,03-10-2001,ACT13,21-30,C10,0
1771,CN50828157,8468825433,S5,24-10-2001,ACT14,21-30,C3,1
1772,CN50731374,5095296215,S5,30-11-2001,ACT15,21-30,C8,0
1773,CN99352716,8868830762,S5,02-12-2001,ACT11,21-30,C7,1
1774,CN69702855,3316810584,S5,18-12-2001,ACT12,21-30,C6,0
1775,CN55389713,3249629144,S5,24-12-2001,ACT13,21-30,C9,1
1781,CN24655117,5602949949,S5,24-10-2001,ACT14,21-30,C3,1
1782,CN70371232,6489100857,S5,30-11-2001,ACT15,21-30,C8,0
1783,CN94018056,6720414377,S5,02-12-2001,ACT11,21-30,C7,1
1784,CN86278022,6759158414,S5,18-12-2001,ACT12,21-30,C6,0
1785,CN27630628,8563707833,S5,24-12-2001,ACT13,21-30,C9,1
1816,CN68427077,7116151531,S5,12-06-2001,ACT14,21-30,C19,1
1817,CN51737993,9760130669,S5,19-08-2001,ACT15,21-30,C4,0
1818,CN37872021,5077576982,S5,24-04-2001,ACT11,21-30,C6,1
1819,CN39548316,8488391624,S5,16-09-2001,ACT12,21-30,C9,0
1820,CN25522886,9246841776,S5,03-10-2001,ACT13,21-30,C10,0
1861,CN87019789,3050226367,S5,12-06-2001,ACT14,21-30,C19,1
1862,CN58348851,2930502085,S5,19-08-2001,ACT15,21-30,C4,0
1863,CN64860842,5934164351,S5,24-04-2001,ACT11,21-30,C6,1
1864,CN60241648,7362525449,S5,16-09-2001,ACT12,21-30,C9,0
1865,CN68312144,6234658102,S5,03-10-2001,ACT13,21-30,C10,0
1866,CN76432858,9336829444,S5,24-10-2001,ACT14,21-30,C3,1
1867,CN29100994,5383343909,S5,30-11-2001,ACT15,21-30,C8,0
1868,CN32073049,4603148848,S5,02-12-2001,ACT11,21-30,C7,1
1869,CN84035759,4812302580,S5,18-12-2001,ACT12,21-30,C6,0
1870,CN81175207,7052851804,S5,24-12-2001,ACT13,21-30,C9,1
1911,CN40214865,3789495978,S5,12-06-2001,ACT14,21-30,C19,1
1912,CN71891508,5756661731,S5,19-08-2001,ACT15,21-30,C4,0
1913,CN48090146,6323299947,S5,24-04-2001,ACT11,21-30,C6,1
1914,CN28360516,4905987515,S5,16-09-2001,ACT12,21-30,C9,0
1915,CN78946266,7207723036,S5,03-10-2001,ACT13,21-30,C10,0
1916,CN41734273,4284213104,S5,24-10-2001,ACT14,21-30,C3,1
1917,CN48876163,6650884666,S5,30-11-2001,ACT15,21-30,C8,0
1918,CN68234199,6033849260,S5,02-12-2001,ACT11,21-30,C7,1
1919,CN29929578,8402922460,S5,18-12-2001,ACT12,21-30,C6,0
1920,CN49043701,6101261006,S5,24-12-2001,ACT13,21-30,C9,1
1961,CN96666034,4532090132,S5,12-06-2001,ACT14,21-30,C19,1
1962,CN53903682,4993824159,S5,19-08-2001,ACT15,21-30,C4,0
1963,CN96348731,9344370418,S5,24-04-2001,ACT11,21-30,C6,1
1964,CN49737599,9237020112,S5,16-09-2001,ACT12,21-30,C9,0
1965,CN31228534,8116335963,S5,03-10-2001,ACT13,21-30,C10,0
1966,CN63892489,4410194170,S5,24-10-2001,ACT14,21-30,C3,1
1967,CN44256476,4759840817,S5,30-11-2001,ACT15,21-30,C8,0
1968,CN32812348,6157352753,S5,02-12-2001,ACT11,21-30,C7,1
1969,CN27353470,4280793984,S5,18-12-2001,ACT12,21-30,C6,0
1970,CN76925719,5592951438,S5,24-12-2001,ACT13,21-30,C9,1
1,CN25798572,8986339975,S1,12-06-2001,ACT16,31-40,C19,1
2,CN31815159,6532651774,S1,19-08-2001,ACT17,31-40,C4,0
3,CN38509810,4504535623,S1,24-04-2001,ACT18,31-40,C6,1
4,CN99913663,8362141715,S1,16-09-2001,ACT19,31-40,C9,0
5,CN28829384,3153359103,S1,03-10-2001,ACT20,31-40,C10,0
6,CN92383509,7594409771,S1,24-10-2001,ACT16,31-40,C3,1
7,CN32032902,9551333450,S1,30-11-2001,ACT17,31-40,C8,0
8,CN78143587,9455741177,S1,02-12-2001,ACT18,31-40,C7,1
9,CN34370839,7226268218,S1,18-12-2001,ACT19,31-40,C6,0
10,CN31030205,5071656671,S1,24-12-2001,ACT20,31-40,C9,1
51,CN89221762,5320982940,S1,12-06-2001,ACT16,31-40,C19,1
52,CN55241649,8032899428,S1,19-08-2001,ACT17,31-40,C4,0
53,CN81690563,6040139278,S1,24-04-2001,ACT18,31-40,C6,1
54,CN55949886,6964698233,S1,16-09-2001,ACT19,31-40,C9,0
55,CN83062920,3275896763,S1,03-10-2001,ACT20,31-40,C10,0
56,CN73958754,9816028563,S1,24-10-2001,ACT16,31-40,C3,1
57,CN81563510,6120787371,S1,30-11-2001,ACT17,31-40,C8,0
58,CN46585646,9102757865,S1,02-12-2001,ACT18,31-40,C7,1
59,CN85226710,8479290339,S1,18-12-2001,ACT19,31-40,C6,0
60,CN46494836,3155721985,S1,24-12-2001,ACT20,31-40,C9,1
101,CN52888766,3931078481,S1,12-06-2001,ACT16,31-40,C19,1
102,CN56078017,5639712143,S1,19-08-2001,ACT17,31-40,C4,0
103,CN40279417,5813099571,S1,24-04-2001,ACT18,31-40,C6,1
104,CN57253916,6955444144,S1,16-09-2001,ACT19,31-40,C9,0
105,CN57568901,5192531443,S1,03-10-2001,ACT20,31-40,C10,0
106,CN27946727,3248907697,S1,24-10-2001,ACT16,31-40,C3,1
107,CN69562776,6529230258,S1,30-11-2001,ACT17,31-40,C8,0
108,CN78231740,9270357580,S1,02-12-2001,ACT18,31-40,C7,1
109,CN51866428,3822908894,S1,18-12-2001,ACT19,31-40,C6,0
110,CN73113007,3778710065,S1,24-12-2001,ACT20,31-40,C9,1
121,CN90513152,7798232359,S1,12-06-2001,ACT16,31-40,C19,1
122,CN64670664,9583239331,S1,19-08-2001,ACT17,31-40,C4,0
123,CN79022151,8048536677,S1,24-04-2001,ACT18,31-40,C6,1
124,CN22671896,6905003346,S1,16-09-2001,ACT19,31-40,C9,0
125,CN36935265,8707836320,S1,03-10-2001,ACT20,31-40,C10,0
126,CN62674459,8282580917,S1,24-10-2001,ACT16,31-40,C3,1
127,CN93890159,6850736113,S1,30-11-2001,ACT17,31-40,C8,0
128,CN40280299,3091549571,S1,02-12-2001,ACT18,31-40,C7,1
129,CN39559877,2400640655,S1,18-12-2001,ACT19,31-40,C6,0
130,CN74081079,5654918971,S1,24-12-2001,ACT20,31-40,C9,1
171,CN69663143,2743925506,S1,12-06-2001,ACT16,31-40,C19,1
172,CN47093653,9424874816,S1,19-08-2001,ACT17,31-40,C4,0
173,CN34860020,5504704966,S1,24-04-2001,ACT18,31-40,C6,1
174,CN97438657,2319927768,S1,16-09-2001,ACT19,31-40,C9,0
175,CN81242239,3958473737,S1,03-10-2001,ACT20,31-40,C10,0
176,CN98602779,9985447593,S1,24-10-2001,ACT16,31-40,C3,1
177,CN59342001,7409547096,S1,30-11-2001,ACT17,31-40,C8,0
178,CN25601517,6832005725,S1,02-12-2001,ACT18,31-40,C7,1
179,CN41804238,3410297213,S1,18-12-2001,ACT19,31-40,C6,0
180,CN72586347,4714974437,S1,24-12-2001,ACT20,31-40,C9,1
221,CN46374635,6973707740,S1,12-06-2001,ACT16,31-40,C19,1
222,CN66289194,3003600069,S1,19-08-2001,ACT17,31-40,C4,0
223,CN88131069,4367424532,S1,24-04-2001,ACT18,31-40,C6,1
224,CN42283306,6229730035,S1,16-09-2001,ACT19,31-40,C9,0
225,CN37569175,6123445076,S1,03-10-2001,ACT20,31-40,C10,0
226,CN30903748,8499549273,S1,24-10-2001,ACT16,31-40,C3,1
227,CN51253203,4853784851,S1,30-11-2001,ACT17,31-40,C8,0
228,CN37074722,3017522069,S1,02-12-2001,ACT18,31-40,C7,1
229,CN78258348,6601751428,S1,18-12-2001,ACT19,31-40,C6,0
230,CN36626673,7011918512,S1,24-12-2001,ACT20,31-40,C9,1
271,CN71674374,4686874096,S1,12-06-2001,ACT16,31-40,C19,1
272,CN44188004,3385509761,S1,19-08-2001,ACT17,31-40,C4,0
273,CN70886090,8467653688,S1,24-04-2001,ACT18,31-40,C6,1
274,CN46011035,5121037637,S1,16-09-2001,ACT19,31-40,C9,0
275,CN63830477,7196338601,S1,03-10-2001,ACT20,31-40,C10,0
276,CN63593013,6549977574,S1,24-10-2001,ACT16,31-40,C3,1
277,CN59534804,9313287035,S1,30-11-2001,ACT17,31-40,C8,0
278,CN48003068,8670073514,S1,02-12-2001,ACT18,31-40,C7,1
279,CN69652241,9563868402,S1,18-12-2001,ACT19,31-40,C6,0
280,CN52956449,7702654436,S1,24-12-2001,ACT20,31-40,C9,1
321,CN93587389,5491187712,S1,12-06-2001,ACT16,31-40,C19,1
322,CN40430902,4405717041,S1,19-08-2001,ACT17,31-40,C4,0
323,CN93883701,2412601672,S1,24-04-2001,ACT18,31-40,C6,1
324,CN80542757,9631387422,S1,16-09-2001,ACT19,31-40,C9,0
325,CN43650228,4908353291,S1,03-10-2001,ACT20,31-40,C10,0
326,CN41250014,9830912127,S1,24-10-2001,ACT16,31-40,C3,1
327,CN98137511,4678803554,S1,30-11-2001,ACT17,31-40,C8,0
328,CN95831197,5394022394,S1,02-12-2001,ACT18,31-40,C7,1
329,CN89771026,7604715557,S1,18-12-2001,ACT19,31-40,C6,0
330,CN36573230,3698044633,S1,24-12-2001,ACT20,31-40,C9,1
371,CN86337740,6146830755,S1,12-06-2001,ACT16,31-40,C19,1
372,CN61910963,9351405742,S1,19-08-2001,ACT17,31-40,C4,0
373,CN59694045,8183806141,S1,24-04-2001,ACT18,31-40,C6,1
374,CN51513786,9844185756,S2,16-09-2001,ACT16,31-40,C9,0
375,CN48785251,9314809924,S2,03-10-2001,ACT17,31-40,C10,0
376,CN61792851,4887277021,S2,24-10-2001,ACT18,31-40,C3,1
377,CN99965848,5540141736,S2,30-11-2001,ACT19,31-40,C8,0
378,CN66063350,6578945741,S2,02-12-2001,ACT20,31-40,C7,1
379,CN48843273,7359000169,S2,18-12-2001,ACT16,31-40,C6,0
380,CN86439589,5719845579,S2,24-12-2001,ACT17,31-40,C9,1
381,CN82295723,3343556603,S2,24-10-2001,ACT18,31-40,C3,1
382,CN97883336,7750862113,S2,30-11-2001,ACT19,31-40,C8,0
383,CN99619192,6382781428,S2,02-12-2001,ACT20,31-40,C7,1
384,CN25851609,4327449676,S2,18-12-2001,ACT16,31-40,C6,0
385,CN74213948,7422912487,S2,24-12-2001,ACT17,31-40,C9,1
451,CN64589558,6821163052,S2,12-06-2001,ACT18,31-40,C19,1
452,CN22804969,8598197606,S2,19-08-2001,ACT19,31-40,C4,0
453,CN26613743,2582257620,S2,24-04-2001,ACT20,31-40,C6,1
454,CN90900092,9345551081,S2,16-09-2001,ACT16,31-40,C9,0
455,CN99432182,3192476673,S2,03-10-2001,ACT17,31-40,C10,0
456,CN78002958,9691281728,S2,24-10-2001,ACT18,31-40,C3,1
457,CN29085038,5203606243,S2,30-11-2001,ACT19,31-40,C8,0
458,CN28124202,7692369457,S2,02-12-2001,ACT20,31-40,C7,1
459,CN41057253,8614317565,S2,18-12-2001,ACT16,31-40,C6,0
460,CN75069564,7302937932,S2,24-12-2001,ACT17,31-40,C9,1
501,CN24382375,6029789953,S2,12-06-2001,ACT18,31-40,C19,1
502,CN60388898,7304678917,S2,19-08-2001,ACT19,31-40,C4,0
503,CN96752472,8243382095,S2,24-04-2001,ACT20,31-40,C6,1
504,CN89399358,7546262843,S2,16-09-2001,ACT16,31-40,C9,0
505,CN55791160,9106798259,S2,03-10-2001,ACT17,31-40,C10,0
506,CN45634454,7841235336,S2,24-10-2001,ACT18,31-40,C3,1
507,CN31572005,3575367362,S2,30-11-2001,ACT19,31-40,C8,0
508,CN59846836,6443649310,S2,02-12-2001,ACT20,31-40,C7,1
509,CN98417844,2628226196,S2,18-12-2001,ACT16,31-40,C6,0
510,CN46323373,8447882946,S2,24-12-2001,ACT17,31-40,C9,1
551,CN71733249,9152561583,S2,12-06-2001,ACT18,31-40,C19,1
552,CN71564767,9883858467,S2,19-08-2001,ACT19,31-40,C4,0
553,CN45367898,8794053569,S2,24-04-2001,ACT20,31-40,C6,1
554,CN23533427,5809577385,S2,16-09-2001,ACT16,31-40,C9,0
555,CN49524330,2798418642,S2,03-10-2001,ACT17,31-40,C10,0
556,CN65267532,8292150779,S2,24-10-2001,ACT18,31-40,C3,1
557,CN84981051,6253130430,S2,30-11-2001,ACT19,31-40,C8,0
558,CN72057793,4988947996,S2,02-12-2001,ACT20,31-40,C7,1
559,CN37300322,6149583036,S2,18-12-2001,ACT16,31-40,C6,0
560,CN69252973,7648852503,S2,24-12-2001,ACT17,31-40,C9,1
561,CN48858218,4803949129,S2,24-10-2001,ACT18,31-40,C3,1
562,CN35361171,8156441867,S2,30-11-2001,ACT19,31-40,C8,0
563,CN54987990,9435587871,S2,02-12-2001,ACT20,31-40,C7,1
564,CN76156839,8034505867,S2,18-12-2001,ACT16,31-40,C6,0
565,CN31720529,6144272440,S2,24-12-2001,ACT17,31-40,C9,1
646,CN73510389,9976147828,S2,12-06-2001,ACT18,31-40,C19,1
647,CN76920438,3239732668,S2,19-08-2001,ACT19,31-40,C4,0
648,CN94151398,8945626997,S2,24-04-2001,ACT20,31-40,C6,1
649,CN50145346,9928244410,S2,16-09-2001,ACT16,31-40,C9,0
650,CN29359647,8151142528,S2,03-10-2001,ACT17,31-40,C10,0
651,CN70900617,5240998717,S2,24-10-2001,ACT18,31-40,C3,1
652,CN77526193,2793364783,S2,30-11-2001,ACT19,31-40,C8,0
653,CN80690584,9964435409,S2,02-12-2001,ACT20,31-40,C7,1
654,CN25500322,5051030008,S2,18-12-2001,ACT16,31-40,C6,0
655,CN30344897,4354696299,S2,24-12-2001,ACT17,31-40,C9,1
696,CN52646291,6464304412,S2,12-06-2001,ACT18,31-40,C19,1
697,CN85701995,3553012641,S2,19-08-2001,ACT19,31-40,C4,0
698,CN85415202,6208138767,S2,24-04-2001,ACT20,31-40,C6,1
699,CN78866195,7008956278,S2,16-09-2001,ACT16,31-40,C9,0
700,CN41974493,7213118389,S2,03-10-2001,ACT17,31-40,C10,0
706,CN83750869,5737216386,S2,12-06-2001,ACT18,31-40,C19,1
707,CN43994219,2818167770,S2,19-08-2001,ACT19,31-40,C4,0
708,CN49473895,4325943720,S2,24-04-2001,ACT20,31-40,C6,1
709,CN89940726,3663946538,S2,16-09-2001,ACT16,31-40,C9,0
710,CN74333850,2926238273,S2,03-10-2001,ACT17,31-40,C10,0
711,CN99128408,6481651005,S2,24-10-2001,ACT18,31-40,C3,1
712,CN79294333,7172813960,S2,30-11-2001,ACT19,31-40,C8,0
713,CN80057395,2787371495,S2,02-12-2001,ACT20,31-40,C7,1
714,CN76541130,7958578244,S2,18-12-2001,ACT16,31-40,C6,0
715,CN22582358,6909636042,S2,24-12-2001,ACT17,31-40,C9,1
756,CN47716786,2944972790,S2,12-06-2001,ACT18,31-40,C19,1
757,CN79034156,8277235433,S2,19-08-2001,ACT19,31-40,C4,0
758,CN26394761,8506799271,S2,24-04-2001,ACT20,31-40,C6,1
759,CN93690216,2691598908,S2,16-09-2001,ACT16,31-40,C9,0
760,CN65702303,3757169756,S2,03-10-2001,ACT17,31-40,C10,0
761,CN84807045,7439179898,S2,12-06-2001,ACT18,31-40,C19,1
762,CN64345491,6570566592,S2,19-08-2001,ACT19,31-40,C4,0
763,CN73467843,3775652146,S2,24-04-2001,ACT20,31-40,C6,1
764,CN80045683,6003836790,S2,16-09-2001,ACT16,31-40,C9,0
765,CN54296263,9961896069,S2,03-10-2001,ACT17,31-40,C10,0
766,CN56907810,7215523525,S2,24-10-2001,ACT18,31-40,C3,1
767,CN23270442,7021916262,S3,30-11-2001,ACT16,31-40,C8,0
768,CN37532506,4163196454,S3,02-12-2001,ACT17,31-40,C7,1
769,CN65650671,7423624709,S3,18-12-2001,ACT18,31-40,C6,0
770,CN38034027,8355719780,S3,24-12-2001,ACT19,31-40,C9,1
811,CN61610061,4634007517,S3,12-06-2001,ACT20,31-40,C19,1
812,CN41248070,4412639875,S3,19-08-2001,ACT16,31-40,C4,0
813,CN95924849,8509644815,S3,24-04-2001,ACT17,31-40,C6,1
814,CN26538582,3502779678,S3,16-09-2001,ACT18,31-40,C9,0
815,CN36704070,2491862908,S3,03-10-2001,ACT19,31-40,C10,0
816,CN72926378,9607505406,S3,24-10-2001,ACT20,31-40,C3,1
817,CN56834574,3337171888,S3,30-11-2001,ACT16,31-40,C8,0
818,CN63953645,5784588299,S3,02-12-2001,ACT17,31-40,C7,1
819,CN32804920,8321558411,S3,18-12-2001,ACT18,31-40,C6,0
820,CN91553965,9020327706,S3,24-12-2001,ACT19,31-40,C9,1
861,CN67572105,3310895272,S3,12-06-2001,ACT20,31-40,C19,1
862,CN93524707,8362361467,S3,19-08-2001,ACT16,31-40,C4,0
863,CN48807813,5835697680,S3,24-04-2001,ACT17,31-40,C6,1
864,CN59853549,4714854371,S3,16-09-2001,ACT18,31-40,C9,0
865,CN87129211,6002135234,S3,03-10-2001,ACT19,31-40,C10,0
866,CN61702612,5909241056,S3,24-10-2001,ACT20,31-40,C3,1
867,CN98743856,4821288730,S3,30-11-2001,ACT16,31-40,C8,0
868,CN66989115,9472466844,S3,02-12-2001,ACT17,31-40,C7,1
869,CN53928886,7763166028,S3,18-12-2001,ACT18,31-40,C6,0
870,CN86997041,8716503546,S3,24-12-2001,ACT19,31-40,C9,1
881,CN31065344,4046030909,S3,12-06-2001,ACT20,31-40,C19,1
882,CN47559133,9817075766,S3,19-08-2001,ACT16,31-40,C4,0
883,CN60142160,8969154203,S3,24-04-2001,ACT17,31-40,C6,1
884,CN63219916,8195361175,S3,16-09-2001,ACT18,31-40,C9,0
885,CN39838834,9844061604,S3,03-10-2001,ACT19,31-40,C10,0
886,CN72319458,3141450895,S3,24-10-2001,ACT20,31-40,C3,1
887,CN53472144,4818146287,S3,30-11-2001,ACT16,31-40,C8,0
888,CN27395363,3484391283,S3,02-12-2001,ACT17,31-40,C7,1
889,CN93089441,8667811804,S3,18-12-2001,ACT18,31-40,C6,0
890,CN81403881,5784454727,S3,24-12-2001,ACT19,31-40,C9,1
931,CN44354003,7382603748,S3,12-06-2001,ACT20,31-40,C19,1
932,CN90700364,7767748570,S3,19-08-2001,ACT16,31-40,C4,0
933,CN22417240,3723550009,S3,24-04-2001,ACT17,31-40,C6,1
934,CN65055872,6315016203,S3,16-09-2001,ACT18,31-40,C9,0
935,CN78417595,4021676520,S3,03-10-2001,ACT19,31-40,C10,0
936,CN54331310,3651351296,S3,24-10-2001,ACT20,31-40,C3,1
937,CN22923306,6427365894,S3,30-11-2001,ACT16,31-40,C8,0
938,CN78199685,8687197996,S3,02-12-2001,ACT17,31-40,C7,1
939,CN78491045,9298826279,S3,18-12-2001,ACT18,31-40,C6,0
940,CN41933726,8879759500,S3,24-12-2001,ACT19,31-40,C9,1
1026,CN57858705,8755556083,S3,12-06-2001,ACT20,31-40,C19,1
1027,CN22990073,9117216678,S3,19-08-2001,ACT16,31-40,C4,0
1028,CN25704887,7205077944,S3,24-04-2001,ACT17,31-40,C6,1
1029,CN95324452,8170178833,S3,16-09-2001,ACT18,31-40,C9,0
1030,CN87712875,7673328828,S3,03-10-2001,ACT19,31-40,C10,0
1031,CN84154883,2558294154,S3,24-10-2001,ACT20,31-40,C3,1
1032,CN79428293,8586606291,S3,30-11-2001,ACT16,31-40,C8,0
1033,CN40311960,5687003906,S3,02-12-2001,ACT17,31-40,C7,1
1034,CN27345186,6198287831,S3,18-12-2001,ACT18,31-40,C6,0
1035,CN52711137,4940669377,S3,24-12-2001,ACT19,31-40,C9,1
1076,CN55588772,4330347645,S3,12-06-2001,ACT20,31-40,C19,1
1077,CN39209329,6562870714,S3,19-08-2001,ACT16,31-40,C4,0
1078,CN64064523,3522037584,S3,24-04-2001,ACT17,31-40,C6,1
1079,CN69348598,7669161804,S3,16-09-2001,ACT18,31-40,C9,0
1080,CN30296407,9931471362,S3,03-10-2001,ACT19,31-40,C10,0
1081,CN44860416,5347151107,S3,12-06-2001,ACT20,31-40,C19,1
1082,CN26388970,8855938364,S3,19-08-2001,ACT16,31-40,C4,0
1083,CN90384208,8201805398,S3,24-04-2001,ACT17,31-40,C6,1
1084,CN91092058,8131116388,S3,16-09-2001,ACT18,31-40,C9,0
1085,CN92330601,3440823389,S3,03-10-2001,ACT19,31-40,C10,0
1086,CN99153201,4649986401,S3,24-10-2001,ACT20,31-40,C3,1
1087,CN90369678,8272481590,S3,30-11-2001,ACT16,31-40,C8,0
1088,CN86275768,7814750863,S3,02-12-2001,ACT17,31-40,C7,1
1089,CN67183202,9524307829,S3,18-12-2001,ACT18,31-40,C6,0
1090,CN76857116,4763531188,S3,24-12-2001,ACT19,31-40,C9,1
1131,CN30659171,7207298882,S3,12-06-2001,ACT20,31-40,C19,1
1132,CN58856901,4738199660,S3,19-08-2001,ACT16,31-40,C4,0
1133,CN47385934,7466968648,S3,24-04-2001,ACT17,31-40,C6,1
1134,CN48388784,3605412330,S3,16-09-2001,ACT18,31-40,C9,0
1135,CN72663972,3819701384,S3,03-10-2001,ACT19,31-40,C10,0
1136,CN42046441,3653064878,S3,24-10-2001,ACT20,31-40,C3,1
1137,CN80033933,6794514172,S3,30-11-2001,ACT16,31-40,C8,0
1138,CN95196552,6758554484,S3,02-12-2001,ACT17,31-40,C7,1
1139,CN23327849,5932424421,S3,18-12-2001,ACT18,31-40,C6,0
1140,CN30454450,9952610277,S3,24-12-2001,ACT19,31-40,C9,1
1181,CN49792541,2730783009,S3,12-06-2001,ACT20,31-40,C19,1
1182,CN56791888,7809359050,S3,19-08-2001,ACT16,31-40,C4,0
1183,CN55924051,8611563235,S3,24-04-2001,ACT17,31-40,C6,1
1184,CN27980791,7507278295,S3,16-09-2001,ACT18,31-40,C9,0
1185,CN24136623,9601191756,S4,03-10-2001,ACT16,31-40,C10,0
1186,CN97111619,2967323230,S4,24-10-2001,ACT17,31-40,C3,1
1187,CN30159118,3963585259,S4,30-11-2001,ACT18,31-40,C8,0
1188,CN56504939,5506191226,S4,02-12-2001,ACT19,31-40,C7,1
1189,CN80686435,9826999932,S4,18-12-2001,ACT20,31-40,C6,0
1190,CN30475940,5330789832,S4,24-12-2001,ACT16,31-40,C9,1
1201,CN87570999,8361035696,S4,12-06-2001,ACT17,31-40,C19,1
1202,CN72391824,4710901816,S4,19-08-2001,ACT18,31-40,C4,0
1203,CN82659777,4065395787,S4,24-04-2001,ACT19,31-40,C6,1
1204,CN95345641,4327533539,S4,16-09-2001,ACT20,31-40,C9,0
1205,CN60666301,9294724447,S4,03-10-2001,ACT16,31-40,C10,0
1206,CN76760604,2583369591,S4,24-10-2001,ACT17,31-40,C3,1
1207,CN77158999,4356518449,S4,30-11-2001,ACT18,31-40,C8,0
1208,CN48520278,3578821480,S4,02-12-2001,ACT19,31-40,C7,1
1209,CN76523078,9066715175,S4,18-12-2001,ACT20,31-40,C6,0
1210,CN42109789,8467754798,S4,24-12-2001,ACT16,31-40,C9,1
1251,CN85247380,8875824526,S4,12-06-2001,ACT17,31-40,C19,1
1252,CN56093385,9395346491,S4,19-08-2001,ACT18,31-40,C4,0
1253,CN94048641,6657299257,S4,24-04-2001,ACT19,31-40,C6,1
1254,CN24963801,6718207322,S4,16-09-2001,ACT20,31-40,C9,0
1255,CN82076106,5595201130,S4,03-10-2001,ACT16,31-40,C10,0
1256,CN76211867,5765867055,S4,24-10-2001,ACT17,31-40,C3,1
1257,CN45887593,8989423332,S4,30-11-2001,ACT18,31-40,C8,0
1258,CN83859037,9744931921,S4,02-12-2001,ACT19,31-40,C7,1
1259,CN91550830,4313419350,S4,18-12-2001,ACT20,31-40,C6,0
1260,CN69572604,2538656592,S4,24-12-2001,ACT16,31-40,C9,1
1301,CN68455788,3957845844,S4,12-06-2001,ACT17,31-40,C19,1
1302,CN66965600,6399648301,S4,19-08-2001,ACT18,31-40,C4,0
1303,CN68594015,9754311753,S4,24-04-2001,ACT19,31-40,C6,1
1304,CN79797552,8039850060,S4,16-09-2001,ACT20,31-40,C9,0
1305,CN59879172,9571021515,S4,03-10-2001,ACT16,31-40,C10,0
1306,CN63041725,3530157406,S4,24-10-2001,ACT17,31-40,C3,1
1307,CN66116940,9012585744,S4,30-11-2001,ACT18,31-40,C8,0
1308,CN63745851,5941801995,S4,02-12-2001,ACT19,31-40,C7,1
1309,CN52808677,6093152005,S4,18-12-2001,ACT20,31-40,C6,0
1310,CN90477690,7019803041,S4,24-12-2001,ACT16,31-40,C9,1
1351,CN33753333,3500113880,S4,12-06-2001,ACT17,31-40,C19,1
1352,CN94240309,6802258972,S4,19-08-2001,ACT18,31-40,C4,0
1353,CN37851703,3641594663,S4,24-04-2001,ACT19,31-40,C6,1
1354,CN50045769,6827570045,S4,16-09-2001,ACT20,31-40,C9,0
1355,CN92136389,4207812367,S4,03-10-2001,ACT16,31-40,C10,0
1356,CN62666101,7096739236,S4,24-10-2001,ACT17,31-40,C3,1
1357,CN66658015,8913316835,S4,30-11-2001,ACT18,31-40,C8,0
1358,CN74883009,7666860231,S4,02-12-2001,ACT19,31-40,C7,1
1359,CN81957053,3556192552,S4,18-12-2001,ACT20,31-40,C6,0
1360,CN83698377,2607701204,S4,24-12-2001,ACT16,31-40,C9,1
1401,CN58625472,7304579286,S4,12-06-2001,ACT17,31-40,C19,1
1402,CN74802821,4432993481,S4,19-08-2001,ACT18,31-40,C4,0
1403,CN35970791,5914589825,S4,24-04-2001,ACT19,31-40,C6,1
1404,CN87531827,7108294406,S4,16-09-2001,ACT20,31-40,C9,0
1405,CN76536289,5251865570,S4,03-10-2001,ACT16,31-40,C10,0
1406,CN78847688,9500337762,S4,24-10-2001,ACT17,31-40,C3,1
1407,CN33520730,3856615558,S4,30-11-2001,ACT18,31-40,C8,0
1408,CN86605621,8826991367,S4,02-12-2001,ACT19,31-40,C7,1
